respondent_id,behavioral_antiviral_meds,behavioral_avoidance,behavioral_face_mask,behavioral_wash_hands,behavioral_large_gatherings,behavioral_outside_home,behavioral_touch_face,doctor_recc_seasonal,chronic_med_condition,child_under_6_months,health_worker,opinion_seas_vacc_effective,opinion_seas_risk,opinion_seas_sick_from_vacc,age_group,education,race,sex,income_poverty,marital_status,rent_or_own,employment_status,hhs_geo_region,census_msa,household_adults,household_children
10625,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,4.0,1.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,6.0,2.0,1.0,0.0
10626,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.34029811410431315,0.0,0.0,1.0,5.0,4.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
10627,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0
10628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30629274222226077,0.37580775034677555,0.098187728709503,0.10057127902259909,3.7321707370461277,2.733301110018046,2.179206779279993,0.0,2.0506963396143507,1.0,1.0,1.124578220020882,0.4882488435752851,0.24751344259443328,0.6724832386742912,5.0,2.0,2.0,1.0
10629,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
10630,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,2.0,4.0,3.0,0.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0
10631,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,9.0,2.0,0.0,0.0
10632,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,6.0,2.0,0.0,0.0
10633,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0
10634,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,2.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0
10635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,3.0,1.0,2.0,3.0
10636,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,4.0,2.0,3.0,1.0,1.0,0.0,1.2309578221436803,1.0,0.0,0.0,2.0,1.0,1.0,0.0
10637,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,3.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
10638,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,4.0,4.0,3.0,0.0,1.0,1.2305748800004304,0.0,0.0,0.0,6.0,0.0,0.0,0.0
10639,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,4.0,3.0,0.0,0.0,1.2388984234051528,0.0,0.0,0.0,7.0,2.0,0.0,0.0
10640,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3131261239587047,1.0,0.0,0.0,5.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
10641,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,4.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,4.0,2.0,1.0,2.0
10642,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,6.0,2.0,1.0,2.0
10643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,4.0,0.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0
10644,0.0,0.786788586073827,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,3.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,7.0,2.0,0.0,0.0
10645,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,7.0,2.0,1.0,0.0
10646,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,5.0,5.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,0.0
10647,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0
10648,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0
10649,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,2.0,4.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,6.0,1.0,0.0,0.0
10650,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,4.0,2.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0
10651,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,3.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,6.0,1.0,1.0,0.0
10652,0.0,1.0,0.0,0.0,0.26885369533368764,0.0,1.0,1.0,0.0,0.0,0.0,5.0,2.0,1.0,4.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,1.0,0.0
10653,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,4.0,2.0,0.0,0.0,1.2193806963201141,1.0,0.0,1.0,9.0,0.0,1.0,0.0
10654,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,4.0,2.0,0.0,0.0,1.235773642367452,0.0,1.0,0.0,4.0,2.0,0.0,0.0
10655,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,4.0,1.0,3.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
10656,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0
10657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,0.0,1.0,1.0
10658,0.0,0.8415739614793853,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,2.0,1.0,0.0,0.0,6.0,2.0,0.0,0.0
10659,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,4.0,1.0,4.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0,2.0,0.0,0.0
10660,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,0.0,0.0
10661,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,4.0,4.0,3.0,2.0,2.0,0.0,1.1944019204786076,0.0,1.0,2.0,7.0,0.0,0.0,0.0
10662,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
10663,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.3592183168709797,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
10664,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,4.0,1.0,2.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
10665,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,2.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,7.0,1.0,0.0,0.0
10666,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0
10667,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,5.0,4.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,4.0,0.0,1.0,1.0
10668,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0,2.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,5.0,2.0,1.0,1.0
10669,0.0,0.8746848126195023,0.0,0.0,0.0,0.0,0.0,0.36399654694135924,0.0,0.0,0.0,5.0,1.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0
10670,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,2.0,0.0
10671,0.0,0.0,0.0,1.0,0.0,0.0,0.7276444799556198,0.0,0.0,0.0,1.0,4.0,1.0,4.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,9.0,2.0,1.0,2.0
10672,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,1.0,0.0,1.0,6.0,1.0,1.0,0.0
10673,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,9.0,2.0,0.0,0.0
10674,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,2.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0
10675,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,7.0,2.0,1.0,0.0
10676,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,4.0,5.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0
10677,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,3.0,0.0,0.0,1.2579883398504126,1.0,0.0,1.0,0.0,2.0,2.0,0.0
10678,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,5.0,2.0,1.0,0.0
10679,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
10680,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
10681,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,5.0,1.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0
10682,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,2.0,1.0,2.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
10683,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,1.1786995087991572,0.0,0.3086378077651592,1.0,9.0,0.0,1.0,3.0
10684,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,4.0,1.0,1.0,3.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0
10685,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0
10686,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,4.0,2.0,0.0,0.0,1.15867335350234,1.0,0.30512244064231575,0.0,0.0,1.0,1.0,0.0
10687,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0,1.0,4.0,2.0,0.0,0.0,1.1627557472280359,1.0,0.0,1.0,0.0,2.0,1.0,0.0
10688,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10689,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,2.0,1.0,0.0
10690,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0872358687129149,1.0,0.0,1.0,4.0,1.0,1.0,0.0
10691,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
10692,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,3.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0
10693,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,3.0,3.0,0.0,1.0441498811143244,1.0,0.0,1.0,6.0,1.0,2.0,3.0
10694,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,5.0,5.0,2.0,1.8011482411942092,0.0,0.0,1.025738788528794,0.523792273644122,0.34001869726592593,0.6659042074315376,5.0,2.0,0.0,1.0
10695,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,2.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0
10696,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,6.0,1.0,2.0,1.0
10697,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,6.0,2.0,1.0,0.0
10698,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,4.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,2.0
10699,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,4.0,2.0,2.0,1.771875507438131,0.0,0.0,0.9770309280064804,0.4548638901840369,0.36746974562038576,0.6758343740303504,6.0,1.0,2.0,1.0
10700,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,2.0,3.0
10701,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,4.0,4.0,4.0,1.0,0.0,0.0,1.0156109035028058,0.0,1.0,0.0,4.0,0.0,0.0,0.0
10702,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,4.0,4.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10703,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,4.0,5.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,3.0,0.0
10704,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,3.0,0.0,1.0,1.019097970983006,0.0,0.4146656250153806,1.0,3.0,2.0,0.0,0.0
10705,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.3150792530509797,0.0,0.0,0.0,5.0,2.0,1.0,3.0,2.0,0.0,0.0,1.047802285113022,1.0,1.0,1.0,0.0,0.0,1.0,0.0
10706,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,5.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0
10707,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,5.0,2.0,0.0,0.0
10708,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,2.0,1.0,0.0
10709,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0
10710,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,4.0,0.0,0.0,0.0,1.08200292663372,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10711,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,3.0,3.0,0.0,0.0,1.0934529049845567,0.0,0.0,0.0,1.0,2.0,0.0,0.0
10712,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,2.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,7.0,2.0,0.0,0.0
10713,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,4.0,5.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0
10714,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,4.0,4.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,1.0,3.0
10715,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,5.0,5.0,3.0,2.0,0.0,0.0,1.1032416829814544,1.0,0.0,1.0,5.0,1.0,1.0,0.0
10716,0.0,1.0,0.0,1.0,0.38208712678360646,1.0,1.0,0.0,0.37266495275875605,0.07590281690921,0.15539943302768294,3.8326481879785503,2.881164130911118,2.415651721791747,0.0,1.6965289389648868,0.0,1.0,1.083831982668417,0.49702075585418704,0.34002328159525097,0.6131296395126622,6.0,2.0,0.919385727237873,0.5933628709550414
10717,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0
10718,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,1.0,0.0
10719,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,1.0
10720,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,3.0,0.0,1.0977321812840053,0.48723590192370997,0.3500474001121698,0.6351987189616758,6.0,2.0,1.0,0.0
10721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,7.0,0.0,1.0,1.0
10722,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,3.0,3.0,3.0,1.0,2.0,1.0,0.0,1.0,9.0,2.0,3.0,0.0
10723,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,4.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0
10724,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,4.0,1.0,2.0,3.0,0.0,2.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0
10725,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,4.0,4.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,1.0,0.0
10726,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,4.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,1.0,1.0,0.0
10727,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,2.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,1.0,1.0,0.0
10728,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.8464380134137217,2.0,3.0,2.0,0.0,0.0,1.1059073067735685,1.0,0.0,0.0,5.0,0.0,1.0,0.0
10729,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0
10730,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.3083690930345962,1.0,0.0,0.0,4.0,4.0,2.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,8.0,1.0,1.0,0.0
10731,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,4.0,2.0,0.0,1.0,1.0988728663673912,0.0,0.0,0.0,3.0,1.0,0.0,0.0
10732,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10733,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.28684632415397904,0.0,0.0,0.0,5.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0
10734,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,5.0,1.0,4.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
10735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,4.0,4.0,2.0,3.0,0.0,0.0,1.1185036547409788,0.0,0.0,2.0,2.0,2.0,2.0,1.0
10736,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,0.0,1.0,1.0,8.0,1.0,0.0,0.0
10737,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0
10738,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,5.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,9.0,1.0,0.0,0.0
10739,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,5.0,1.0,4.0,2.0,0.0,0.0,1.1582940762488578,0.0,1.0,0.0,6.0,1.0,0.0,0.0
10740,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0
10741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3250531890377613,0.08046158679960887,0.13095328162336625,4.129100884487639,2.828515340169951,2.2480790631530727,0.0,1.907940827615076,0.0,0.0,1.184990932481278,0.42014260077994714,0.30991253362869237,0.6941493545372331,8.0,1.0,1.0,0.0
10742,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.2604154662783347,0.3282552684227212,0.08305962588086913,0.12419435493208791,4.160773109261342,2.8121604337722714,2.259661756382854,1.0,1.8910669368423725,2.0,1.0,1.200830737344942,0.4360845021546174,0.30622736859987765,0.7014122192093948,9.0,2.0,0.8063951369234308,0.3398246229609036
10743,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0
10744,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,3.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0
10745,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,4.0,2.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
10746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0
10747,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,6.0,1.0,1.0,3.0
10748,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,4.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0
