respondent_id,h1n1_concern,h1n1_knowledge,behavioral_antiviral_meds,behavioral_avoidance,behavioral_face_mask,behavioral_wash_hands,behavioral_large_gatherings,behavioral_outside_home,behavioral_touch_face,doctor_recc_h1n1,chronic_med_condition,child_under_6_months,health_worker,opinion_h1n1_vacc_effective,opinion_h1n1_risk,opinion_h1n1_sick_from_vacc,age_group,education,race,sex,income_poverty,marital_status,rent_or_own,employment_status,hhs_geo_region,census_msa,household_adults,household_children
9526,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,5.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0
9527,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0
9528,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,4.0,4.0,1.0,0.0,1.0,1.1655488305064161,1.0,0.0,0.0,2.0,1.0,1.0,0.0
9529,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,1.0,3.0
9530,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,5.0,1.0,4.0,3.0,1.0,0.0,0.0,1.186448797406643,0.0,0.0,0.0,9.0,0.0,0.0,0.0
9531,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,5.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,0.0
9532,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,5.0,1.0,1.0,0.0
9533,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
9534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,4.0,1.0,0.0,0.0,1.1993498900487296,0.0,0.0,0.0,9.0,1.0,0.0,0.0
9535,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,2.0,1.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,1.0,1.0,0.0
9536,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,2.0,2.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,8.0,1.0,1.0,1.0
9537,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
9538,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10096269953812496,0.11029672341064649,2.0,1.0,1.0,1.0,2.0802211667914148,0.0,0.0,1.2065781148308006,0.5777857921168353,0.2612884859757969,0.6471207629577715,4.0,0.0,1.0,2.0
9539,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.6328229139418982,0.0,0.0,0.0,0.0,5.0,4.0,4.0,0.0,3.0,3.0,0.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,0.0
9540,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,3.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,5.0,1.0,1.0,0.0
9541,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0
9542,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,3.0
9543,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0,3.0,0.0,1.0,1.2155134732796342,0.0,1.0,1.0,3.0,2.0,0.0,0.0
9544,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,4.0,1.0,0.0,1.0,0.0,0.0,1.2278297379917797,0.0,0.0,0.0,8.0,1.0,2.0,1.0
9545,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,3.0,0.0,1.0,1.2300621929421027,0.5450348500419219,0.0,0.640958079109947,7.0,0.0,1.0,0.0
9546,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,2.0,1.0,3.0,1.0,2.0,1.0,0.0,1.0,9.0,1.0,1.0,0.0
9547,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,4.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,9.0,2.0,0.0,0.0
9548,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,4.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9549,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,2.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,1.0,2.0,0.0
9550,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0
9551,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,6.0,2.0,0.0,3.0
9552,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,6.0,2.0,0.0,0.0
9553,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,4.0,2.0,1.0,3.0
9554,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,4.0,1.0,1.0,2.0,0.0,0.0,1.2042397610689213,1.0,1.0,1.0,2.0,0.0,1.0,2.0
9555,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,4.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,2.0,1.0,0.0
9556,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0
9557,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,3.0,2.0,1.0,1.1914948548442774,0.0,0.0,1.0,5.0,1.0,3.0,0.0
9558,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0
9559,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,5.0,1.0,1.0,0.0
9560,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,1.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,3.0,2.0
9561,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,0.0,2.0
9562,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,2.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,5.0,1.0,1.0,0.0
9563,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.24469863933131283,1.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0
9564,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2327520987339697,0.0,0.0,0.0,3.0,1.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0
9565,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,2.0
9566,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,9.0,2.0,1.0,0.0
9567,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,2.0,3.0,0.0
9568,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,2.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,3.0,2.0,1.0,2.0
9569,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.6441026564721597,0.0,0.0,0.0,0.0,3.0,4.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0
9570,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,5.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,8.0,1.0,1.0,0.0
9571,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,5.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0
9572,2.0,2.0,0.0,0.7580235266935478,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,0.0,1.1756454549234487,0.0,1.0,1.0,2.0,0.0,0.0,0.0
9573,1.0,1.0,0.0,0.7599112574505325,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,2.0,4.0,3.0,0.0,1.0,2.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0
9574,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,5.0,3.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0
9575,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,5.0,5.0,5.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0
9576,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,5.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
9577,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,4.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,5.0,2.0,0.0,0.0
9578,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.9480594639136006,4.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,3.0,2.0,1.0,0.0
9579,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0
9580,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,5.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,0.0
9581,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,3.0
9582,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,5.0,4.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0
9583,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,5.0,0.0,3.0,0.0
9584,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0
9585,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0
9586,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,1.0,2.0,2.0,1.0,0.0,1.0,1.1161033306757098,0.0,1.0,1.0,0.0,2.0,0.0,0.0
9587,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,5.0,2.0,0.0,0.0
9588,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,4.0,4.0,2.0,3.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0
9589,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,9.0,2.0,1.0,0.0
9590,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,2.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,2.0,1.0,0.0
9591,1.0,1.0,0.08021052786158342,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,4.0,1.0,0.0,0.0,1.1512375922048856,0.0,0.0,0.0,4.0,0.0,0.0,0.0
9592,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,4.0,2.0,2.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,6.0,1.0,1.0,2.0
9593,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,3.0
9594,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.668089968050192,0.0,0.0,0.0,0.0,3.0,3.0,3.0,4.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
9595,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0
9596,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,6.0,2.0,0.0,0.0
9597,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,4.0,5.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
9598,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,5.0,4.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,7.0,2.0,1.0,0.0
9599,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,5.0,4.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0
9600,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,2.0,4.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
9601,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,8.0,1.0,1.0,1.0
9602,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,4.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,3.0,2.0
9603,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
9604,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0
9605,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0
9606,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,2.0,4.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
9607,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3148182872520832,0.0,0.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,9.0,2.0,2.0,1.0
9608,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,3.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
9609,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,2.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,1.0,0.6946682357126338,9.0,2.0,0.0,1.0
9610,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,3.0,3.0,0.0,0.0,1.1752899298501516,1.0,0.34968877431400297,1.0,3.0,2.0,1.0,0.0
9611,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,4.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,7.0,2.0,1.0,0.0
9612,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,1.0,4.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,1.0,1.0,0.0
9613,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0
9614,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,0.0,0.0,1.0,1.1694662269586142,0.0,1.0,1.0,3.0,2.0,1.0,0.0
9615,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,9.0,1.0,1.0,2.0
9616,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2902730325850344,0.0,0.0,0.0,5.0,4.0,4.0,4.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
9617,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,6.0,1.0,1.0,0.0
9618,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,5.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,2.0,1.0,0.0
9619,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,0.0,1.0,0.0
9620,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0
9621,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,9.0,2.0,3.0,0.0
9622,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0
9623,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,4.0,4.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,9.0,2.0,1.0,3.0
9624,3.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,2.0,4.0,2.0,3.0,3.0,0.0,1.0,1.0,0.0,1.0,4.0,1.0,3.0,1.0
9625,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,6.0,2.0,0.0,0.0
9626,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,6.0,2.0,0.0,0.0
9627,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,3.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0
9628,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,3.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,6.0,2.0,1.0,0.0
9629,3.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,4.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0
9630,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,9.0,2.0,1.0,0.0
9631,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,2.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0
9632,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,3.0,2.0,1.0,2.0
9633,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
9634,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,4.0,5.0,0.0,2.0,3.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0
9635,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0
9636,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,2.0,4.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
9637,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,4.0,5.0,0.0,2.3122648108874198,0.0,0.0,1.3532872957611155,0.6011434775957246,0.2468239116488886,0.7649332349832496,8.0,2.0,1.0,1.0
9638,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,4.0,1.0,3.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
9639,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,4.0,2.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,8.0,2.0,1.0,1.0
9640,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,0.0,1.0,0.0
9641,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,4.0,4.0,3.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,6.0,1.0,1.0,0.0
9642,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.19152390645634398,0.05438111090755079,0.12775153286744073,3.9001297791673912,2.701889916640043,2.3140239683641544,1.0,2.4091607153411063,0.0,0.0,1.3951305087156118,0.6406768393941465,0.18815150330100996,0.740867567134913,4.0,0.0,1.0232736543804297,0.4977691580576453
